carID,price
76540,39352.64
76541,10678.68
76542,25804.96
76543,27519.61
76544,55339.58
76545,17627.5
76546,35423.75
76547,47705.9
76548,16863.6
76549,5089.81
76550,19873.81
76551,48859.21
76552,25542.39
76553,17593.34
76554,18004.9
76555,29314.8
76556,19674.47
76557,21677.95
76558,19205.28
76559,20774.57
76560,21731.9
76561,20432.07
76562,30088.76
76563,11819.85
76564,30186.61
76565,32368.3
76566,8485.48
76567,25035.37
76568,19947.78
76569,29219.64
76570,21494.36
76571,21642.95
76572,14755.53
76573,13512.0
76574,16488.34
76575,27785.73
76576,13073.36
76577,25664.16
76578,19603.54
76579,22745.22
76580,12794.66
76581,31346.39
76582,10625.92
76583,12865.05
76584,34024.47
76585,22117.35
76586,50503.39
76587,30600.31
76588,49792.24
76589,12767.83
76590,13780.22
76591,14888.5
76592,18393.54
76593,16976.49
76594,19094.26
76595,15708.02
76596,25684.09
76597,32680.54
76598,20664.65
76599,19520.37
76600,19425.67
76601,28833.71
76602,52650.57
76603,23966.5
76604,13978.7
76605,17977.76
76606,19996.44
76607,28220.06
76608,20968.6
76609,26075.1
76610,31109.74
76611,25223.99
76612,27589.16
76613,30891.41
76614,28996.06
76615,12625.15
76616,27274.84
76617,23808.68
76618,21469.12
76619,22328.34
76620,34318.52
76621,23729.64
76622,27625.26
76623,16559.81
76624,13396.34
76625,27486.59
76626,20871.9
76627,19758.31
76628,26823.15
76629,27671.87
76630,25549.26
76631,22677.55
76632,21937.71
76633,27239.35
76634,36184.55
76635,17277.93
76636,27566.28
76637,16202.57
76638,12245.6
76639,23018.02
76640,11439.0
76641,20168.14
76642,11874.74
76643,15859.57
76644,9376.49
76645,18519.98
76646,27590.11
76647,9571.46
76648,47532.54
76649,12447.2
76650,11667.05
76651,19552.79
76652,18200.69
76653,100698.01
76654,31613.91
76655,45871.94
76656,46052.73
76657,16720.26
76658,48000.4
76659,52253.54
76660,11462.76
76661,19780.27
76662,18525.02
76663,49302.1
76664,29946.43
76665,25335.63
76666,17608.7
76667,38058.85
76668,24438.47
76669,27256.45
76670,17326.6
76671,16571.95
76672,27602.47
76673,17669.4
76674,19678.57
76675,27894.19
76676,27248.6
76677,48429.75
76678,33808.21
76679,31335.87
76680,25931.42
76681,12916.31
76682,21606.8
76683,32083.78
76684,29169.8
76685,11900.95
76686,27888.19
76687,52115.75
76688,15237.5
76689,19514.69
76690,14477.6
76691,11830.15
76692,45121.54
76693,18572.2
76694,12633.42
76695,15302.61
76696,12111.72
76697,20413.36
76698,32115.87
76699,17535.48
76700,29763.1
76701,10088.73
76702,29138.31
76703,21335.36
76704,12753.11
76705,21882.78
76706,19513.66
76707,26359.13
76708,33973.81
76709,9271.71
76710,25081.92
76711,21387.77
76712,16689.62
76713,22470.39
76714,16429.1
76715,24212.2
76716,21520.38
76717,28950.82
76718,20501.2
76719,16759.66
76720,12177.47
76721,15133.33
76722,22370.0
76723,10275.94
76724,17510.07
76725,24636.05
76726,15674.32
76727,31025.77
76728,15803.91
76729,34135.69
76730,11752.14
76731,37460.0
76732,17434.67
76733,17236.5
76734,18280.65
76735,21474.46
76736,26375.28
76737,16516.3
76738,13263.25
76739,19833.43
76740,18965.81
76741,36708.94
76742,21567.94
76743,32972.37
76744,18925.24
76745,15232.53
76746,37028.28
76747,18142.37
76748,15520.33
76749,29568.1
76750,40622.14
76751,12139.59
76752,8158.16
76753,32417.11
76754,20321.42
76755,9662.37
76756,20932.41
76757,16249.89
76758,31226.61
76759,24627.3
76760,16137.75
76761,16135.8
76762,54716.5
76763,20913.28
76764,32716.19
76765,13639.65
76766,32679.72
76767,20256.27
76768,13835.2
76769,33118.82
76770,19436.75
76771,31018.28
76772,26948.42
76773,17416.88
76774,17427.74
76775,26817.96
76776,32691.75
76777,15783.35
76778,13847.04
76779,26704.07
76780,19554.12
76781,15300.69
76782,22081.6
76783,19169.24
76784,3567.24
76785,41956.68
76786,10101.1
76787,19267.85
76788,27700.87
76789,35908.85
76790,10994.72
76791,18314.73
76792,35618.87
76793,31690.64
76794,17141.45
76795,17399.05
76796,30049.9
76797,13933.77
76798,29598.51
76799,15800.47
76800,12676.17
76801,20601.78
76802,32511.29
76803,26587.51
76804,133105.02
76805,10940.28
76806,20729.83
76807,18919.41
76808,27815.71
76809,11040.19
76810,18603.57
76811,22414.31
76812,26032.96
76813,26591.54
76814,13978.27
76815,15561.6
76816,34366.65
76817,23650.94
76818,21505.18
76819,25841.68
76820,30174.82
76821,19757.84
76822,13128.43
76823,10244.31
76824,9199.29
76825,28788.13
76826,18768.69
76827,7978.61
76828,20796.99
76829,17381.39
76830,36513.03
76831,19055.5
76832,19153.96
76833,34364.47
76834,52583.85
76835,37681.83
76836,22535.62
76837,20979.91
76838,119225.99
76839,19063.8
76840,9912.88
76841,20702.06
76842,22661.44
76843,8582.93
76844,13837.44
76845,13817.37
76846,17702.09
76847,11478.51
76848,18047.77
76849,36067.14
76850,26901.56
76851,33435.75
76852,11688.1
76853,32607.64
76854,13899.17
76855,25320.88
76856,29652.16
76857,35111.6
76858,22634.95
76859,12798.8
76860,12214.4
76861,22214.66
76862,30765.59
76863,11649.7
76864,25269.48
76865,12580.04
76866,37562.06
76867,26441.21
76868,30932.25
76869,16993.04
76870,21140.42
76871,17687.7
76872,19673.39
76873,19390.21
76874,14973.25
76875,12476.11
76876,23371.42
76877,13850.41
76878,11385.5
76879,20657.87
76880,23759.5
76881,16335.22
76882,12929.46
76883,17877.34
76884,16374.36
76885,11333.68
76886,15249.01
76887,35636.01
76888,44671.81
76889,17911.17
76890,9205.09
76891,26168.27
76892,16369.27
76893,17467.78
76894,36129.24
76895,29889.98
76896,33579.53
76897,24690.46
76898,14909.28
76899,19978.92
76900,13144.57
76901,22219.84
76902,26515.58
76903,33728.86
76904,21064.36
76905,43406.11
76906,30022.93
76907,19947.12
76908,20018.93
76909,27747.24
76910,16370.66
76911,19205.19
76912,12897.28
76913,44204.09
76914,32243.72
76915,15138.9
76916,31504.7
76917,16170.43
76918,33311.52
76919,39429.83
76920,22152.62
76921,9159.74
76922,33959.63
76923,26983.8
76924,20678.74
76925,24403.8
76926,13865.39
76927,48492.38
76928,23805.42
76929,40380.79
76930,16959.91
76931,32073.96
76932,12098.36
76933,5770.27
76934,32980.4
76935,15954.99
76936,20112.0
76937,19725.44
76938,29024.72
76939,13798.31
76940,16218.43
76941,10593.81
76942,11879.3
76943,19666.18
76944,63919.37
76945,11587.39
76946,36809.19
76947,12456.02
76948,17237.26
76949,11862.99
76950,28219.26
76951,27940.25
76952,33003.19
76953,20801.73
76954,18836.42
76955,16386.59
76956,13009.03
76957,36757.04
76958,13135.82
76959,17227.42
76960,37366.88
76961,32022.6
76962,20268.32
76963,15717.19
76964,18123.5
76965,39426.91
76966,19176.63
76967,26148.63
76968,18461.06
76969,32767.32
76970,20819.82
76971,20054.49
76972,27405.56
76973,11555.07
76974,53426.04
76975,22973.46
76976,9759.0
76977,14329.55
76978,29958.84
76979,18802.13
76980,17903.04
76981,11753.82
76982,16695.63
76983,34855.18
76984,23015.64
76985,23326.37
76986,21750.52
76987,12016.93
76988,26154.65
76989,57370.18
76990,9492.98
76991,49817.11
76992,27636.94
76993,26696.67
76994,14762.0
76995,12954.71
76996,8273.74
76997,13542.91
76998,10913.67
76999,23436.09
77000,28557.62
77001,18425.68
77002,13257.87
77003,19330.08
77004,19302.47
77005,16970.01
77006,15770.03
77007,21047.2
77008,25972.24
77009,18335.81
77010,19821.78
77011,16654.19
77012,36078.66
77013,19022.21
77014,23399.94
77015,15276.51
77016,43931.13
77017,13758.51
77018,12741.94
77019,28335.29
77020,18826.83
77021,53904.59
77022,14694.86
77023,53342.21
77024,12566.85
77025,14870.57
77026,17420.2
77027,24227.21
77028,52306.9
77029,28811.86
77030,16591.54
77031,19793.03
77032,7417.92
77033,6599.41
77034,17236.47
77035,12889.61
77036,13241.68
77037,33514.33
77038,17407.31
77039,23054.87
77040,12982.37
77041,24525.19
77042,13143.39
77043,11251.74
77044,12195.41
77045,29774.47
77046,78485.96
77047,19528.81
77048,18375.9
77049,8638.43
77050,30386.86
77051,32041.46
77052,17490.04
77053,27630.36
77054,17873.09
77055,21025.83
77056,18072.23
77057,23926.55
77058,15295.05
77059,35051.76
77060,19329.32
77061,40233.76
77062,31469.57
77063,28406.46
77064,12439.35
77065,23709.97
77066,8907.76
77067,7190.43
77068,21776.5
77069,18927.63
77070,18698.22
77071,27704.91
77072,19590.38
77073,27220.67
77074,11952.68
77075,18864.54
77076,13821.44
77077,18561.94
77078,9984.01
77079,15282.83
77080,20911.38
77081,27876.84
77082,34634.29
77083,20588.09
77084,11421.32
77085,28940.38
77086,33057.98
77087,15008.6
77088,37175.68
77089,17865.65
77090,18665.6
77091,14251.38
77092,21988.99
77093,10465.05
77094,13551.65
77095,41072.12
77096,15484.96
77097,27182.02
77098,16558.02
77099,31669.38
77100,23527.46
77101,15903.31
77102,21376.9
77103,12795.96
77104,22111.01
77105,19616.47
77106,21084.9
77107,28557.89
77108,12904.56
77109,13358.58
77110,11719.88
77111,21674.36
77112,25706.01
77113,54315.86
77114,15548.37
77115,7973.77
77116,9360.72
77117,43557.47
77118,29876.35
77119,10255.9
77120,48480.65
77121,16468.75
77122,31508.54
77123,25631.31
77124,22684.64
77125,19835.43
77126,10046.21
77127,23299.25
77128,23959.9
77129,12333.92
77130,27652.93
77131,48826.01
77132,30378.04
77133,12014.93
77134,18726.16
77135,22156.46
77136,29727.43
77137,31396.29
77138,66314.22
77139,28347.9
77140,6139.85
77141,18927.56
77142,22626.8
77143,29545.14
77144,27669.81
77145,16219.41
77146,30858.55
77147,18692.72
77148,4874.91
77149,23864.97
77150,11175.7
77151,23591.54
77152,10034.15
77153,50857.79
77154,29093.7
77155,23952.22
77156,10203.02
77157,11911.39
77158,25099.74
77159,44995.26
77160,13713.37
77161,15421.88
77162,17023.65
77163,18249.38
77164,9063.02
77165,22040.63
77166,29950.38
77167,16049.46
77168,50226.4
77169,31025.82
77170,26899.45
77171,18729.99
77172,19118.18
77173,47189.94
77174,10192.26
77175,46559.08
77176,16965.05
77177,32830.0
77178,18134.19
77179,18335.53
77180,29314.8
77181,16661.6
77182,18479.8
77183,20766.11
77184,23376.34
77185,22221.37
77186,26139.5
77187,15441.65
77188,16077.02
77189,23598.59
77190,25542.4
77191,21050.32
77192,10491.88
77193,57961.04
77194,16515.39
77195,77696.17
77196,3900.28
77197,9750.09
77198,10952.76
77199,26275.44
77200,20573.79
77201,10733.61
77202,8077.54
77203,18948.95
77204,16458.84
77205,19727.07
77206,13410.13
77207,32324.14
77208,11756.1
77209,4092.82
77210,22104.45
77211,24498.7
77212,29997.82
77213,20633.83
77214,22849.55
77215,11429.88
77216,27463.62
77217,21618.15
77218,15219.33
77219,15412.03
77220,11506.87
77221,27698.68
77222,10988.24
77223,64212.94
77224,11114.74
77225,17694.25
77226,19647.54
77227,21637.8
77228,15318.68
77229,23609.06
77230,40698.17
77231,43089.3
77232,28169.27
77233,48967.6
77234,47956.07
77235,24217.05
77236,26338.51
77237,34225.38
77238,12451.07
77239,9265.35
77240,25198.4
77241,14185.79
77242,31686.76
77243,45077.3
77244,52566.03
77245,24210.28
77246,34597.64
77247,10934.73
77248,18444.82
77249,17773.86
77250,17232.08
77251,39923.63
77252,47550.81
77253,11014.77
77254,21552.23
77255,10098.76
77256,27879.29
77257,19633.5
77258,34987.57
77259,13423.82
77260,48828.1
77261,54655.36
77262,32929.49
77263,9235.61
77264,21352.11
77265,25843.08
77266,13328.22
77267,24547.33
77268,15943.22
77269,26108.44
77270,19062.39
77271,20329.74
77272,19745.07
77273,21301.46
77274,35139.46
77275,21073.78
77276,17232.32
77277,22594.14
77278,36295.22
77279,25400.99
77280,30633.51
77281,10401.12
77282,19362.12
77283,31485.34
77284,42480.5
77285,32359.5
77286,24806.02
77287,7900.26
77288,25459.54
77289,19373.76
77290,34410.28
77291,28288.2
77292,9600.65
77293,39285.67
77294,14818.77
77295,27423.34
77296,12688.94
77297,20627.18
77298,22787.51
77299,17580.76
77300,54216.58
77301,22235.87
77302,14406.97
77303,10987.21
77304,23375.67
77305,13279.79
77306,14996.75
77307,31655.46
77308,16211.69
77309,15144.84
77310,23531.83
77311,12688.55
77312,16261.6
77313,17229.89
77314,13605.01
77315,11902.76
77316,19796.47
77317,28027.06
77318,26453.81
77319,33758.3
77320,16831.18
77321,17667.99
77322,16333.36
77323,25368.09
77324,14251.15
77325,11797.19
77326,25654.05
77327,32562.15
77328,27528.97
77329,26800.5
77330,53440.34
77331,26507.17
77332,15217.53
77333,9316.23
77334,34718.7
77335,22170.94
77336,12248.39
77337,24450.61
77338,31357.15
77339,14196.7
77340,26093.93
77341,13855.43
77342,31763.36
77343,27908.45
77344,30758.84
77345,14330.05
77346,28209.64
77347,16564.97
77348,27125.62
77349,17922.25
77350,10899.8
77351,11791.56
77352,30134.94
77353,11172.72
77354,29757.54
77355,23975.63
77356,33516.42
77357,18333.24
77358,22154.93
77359,15995.96
77360,26022.56
77361,28075.01
77362,21030.29
77363,29331.38
77364,20155.71
77365,22934.64
77366,32701.17
77367,15998.35
77368,23342.31
77369,34329.22
77370,25105.67
77371,28418.95
77372,30015.48
77373,19082.82
77374,25198.31
77375,12508.31
77376,12103.14
77377,10840.92
77378,20963.87
77379,8105.98
77380,22137.08
77381,15846.79
77382,17737.61
77383,11932.45
77384,37594.19
77385,35296.77
77386,39471.61
77387,14719.67
77388,42821.95
77389,78355.73
77390,24203.29
77391,11017.32
77392,6129.82
77393,32505.44
77394,34665.7
77395,11710.99
77396,17362.43
77397,35232.79
77398,47925.44
77399,17052.2
77400,11274.72
77401,37818.81
77402,19530.01
77403,21541.78
77404,9450.07
77405,50476.67
77406,15003.85
77407,19719.05
77408,13308.03
77409,8531.18
77410,12273.52
77411,24294.91
77412,29928.22
77413,18812.89
77414,60269.3
77415,15683.99
77416,27156.63
77417,16625.3
77418,26299.55
77419,20649.96
77420,15326.17
77421,15238.6
77422,32083.78
77423,23051.9
77424,15049.46
77425,10779.91
77426,11928.07
77427,12817.98
77428,15663.01
77429,26273.06
77430,28878.39
77431,10822.8
77432,27420.88
77433,20902.66
77434,20011.61
77435,15065.48
77436,19978.55
77437,27226.79
77438,21351.65
77439,15273.8
77440,15671.77
77441,14096.71
77442,11092.23
77443,39114.72
77444,16771.01
77445,18170.29
77446,15145.83
77447,9983.99
77448,36544.94
77449,21301.48
77450,22259.0
77451,16426.54
77452,26834.1
77453,23678.16
77454,15069.6
77455,24587.97
77456,31801.64
77457,13201.13
77458,21447.62
77459,24864.97
77460,30633.51
77461,11646.85
77462,11190.15
77463,37385.38
77464,30408.17
77465,20069.06
77466,17907.47
77467,26444.92
77468,19756.48
77469,11062.25
77470,16143.71
77471,32692.39
77472,34316.86
77473,19018.64
77474,20570.24
77475,28383.06
77476,13757.09
77477,49551.2
77478,17412.09
77479,9552.81
77480,12102.1
77481,17347.26
77482,27586.7
77483,20395.02
77484,10175.32
77485,18424.89
77486,34678.19
77487,20329.74
77488,11970.54
77489,27946.63
77490,20256.85
77491,46756.41
77492,24495.82
77493,32666.28
77494,35863.21
77495,17034.32
77496,15733.6
77497,13510.65
77498,26114.54
77499,13042.35
77500,25331.21
77501,15844.01
77502,20827.37
77503,21550.32
77504,13506.38
77505,17866.89
77506,26590.51
77507,41632.98
77508,33205.17
77509,25361.37
77510,9605.83
77511,11017.17
77512,21628.86
77513,22878.18
77514,18212.5
77515,31476.98
77516,8962.99
77517,22219.37
77518,18212.42
77519,20960.83
77520,19077.58
77521,16384.22
77522,27023.49
77523,22412.09
77524,29119.51
77525,21746.39
77526,21124.96
77527,11263.62
77528,19098.35
77529,16474.46
77530,35423.75
77531,11432.8
77532,14454.11
77533,22429.2
77534,10853.6
77535,23600.56
77536,13453.13
77537,11275.39
77538,26931.77
77539,11417.1
77540,13566.14
77541,14943.62
77542,11261.07
77543,20036.32
77544,34516.74
77545,47191.16
77546,33914.04
77547,11453.81
77548,31231.18
77549,31732.12
77550,15077.37
77551,26443.4
77552,27158.22
77553,22389.47
77554,35885.48
77555,17945.62
77556,31042.29
77557,26202.94
77558,35750.72
77559,10499.04
77560,17089.48
77561,18369.25
77562,32768.29
77563,109461.71
77564,17258.18
77565,18387.97
77566,22076.69
77567,49327.93
77568,18064.22
77569,27110.97
77570,55342.59
77571,22450.78
77572,5478.81
77573,21015.81
77574,38087.06
77575,18722.7
77576,13310.11
77577,18572.53
77578,6948.73
77579,32389.45
77580,31951.15
77581,31663.68
77582,24803.0
77583,14349.97
77584,28444.64
77585,22349.06
77586,26276.24
77587,16937.66
77588,25098.96
77589,15010.26
77590,28852.53
77591,21474.46
77592,10957.84
77593,13196.28
77594,13538.41
77595,49268.34
77596,18560.81
77597,16830.31
77598,17780.34
77599,20988.77
77600,16811.02
77601,22294.34
77602,16273.6
77603,16122.41
77604,23238.88
77605,44790.55
77606,27464.54
77607,32415.06
77608,58814.4
77609,29787.69
77610,11473.2
77611,15667.12
77612,12553.61
77613,21347.31
77614,21595.84
77615,15848.22
77616,16703.9
77617,30077.91
77618,28231.99
77619,31483.09
77620,10427.65
77621,35233.99
77622,37273.72
77623,14469.5
77624,19965.64
77625,17588.55
77626,13899.49
77627,25336.66
77628,27808.34
77629,18701.65
77630,18049.42
77631,20679.31
77632,32904.67
77633,12162.58
77634,62196.27
77635,17363.86
77636,7109.6
77637,19526.35
77638,17971.36
77639,39245.91
77640,27392.22
77641,15911.41
77642,16648.47
77643,30795.97
77644,13565.14
77645,28645.03
77646,58554.21
77647,26780.68
77648,14626.47
77649,28473.33
77650,35246.92
77651,38918.23
77652,19595.54
77653,18043.74
77654,14070.34
77655,18700.65
77656,11905.82
77657,45197.11
77658,23832.24
77659,31595.52
77660,27292.37
77661,29346.43
77662,13363.37
77663,25349.51
77664,38889.43
77665,16059.27
77666,17884.44
77667,7462.89
77668,20073.97
77669,18092.43
77670,3544.36
77671,10114.25
77672,51712.51
77673,51061.45
77674,17641.04
77675,9594.73
77676,15645.94
77677,14657.89
77678,31623.63
77679,26795.78
77680,20630.36
77681,15258.57
77682,113384.05
77683,26266.14
77684,13901.49
77685,20940.15
77686,30084.92
77687,11876.21
77688,17431.18
77689,23512.94
77690,11824.7
77691,17522.47
77692,17328.15
77693,21487.36
77694,26109.79
77695,37897.57
77696,33732.03
77697,11979.96
77698,23600.77
77699,10672.95
77700,12471.94
77701,15963.21
77702,50771.73
77703,21509.78
77704,26150.76
77705,17601.28
77706,29405.68
77707,25834.55
77708,26888.33
77709,11219.94
77710,27141.81
77711,20106.31
77712,17531.51
77713,13353.33
77714,22666.5
77715,22688.44
77716,36065.28
77717,4301.47
77718,17983.52
77719,23178.74
77720,28132.89
